#ProvID; Culture; Religion; TradeGoods; Citizens; Freedmen; Slaves; Tribesmen; Civilization; Barbarian; NameRef;AraRef
41,samnite,roman_pantheon,fur,4,2,3,2,30,0,Beneventum,Campania
42,messapian,roman_pantheon,wine,6,0,5,2,40,0,Venusia,Apulia
43,samnite,roman_pantheon,olive,4,2,4,3,30,0,Compsa,Lucania
44,messapian,roman_pantheon,vegetables,3,2,4,4,40,0,Tuticum,Apulia
45,messapian,roman_pantheon,cattle,4,2,3,5,40,0,Ausculum,Apulia
46,samnite,roman_pantheon,fur,5,2,3,2,30,0,Potentia,Lucania
47,lucanian,roman_pantheon,wine,3,2,4,8,40,0,Volcei,Lucania
48,samnite,roman_pantheon,cattle,4,1,3,2,30,0,Terventum,Aternum
49,samnite,roman_pantheon,olive,4,1,3,2,30,0,Gerumum,Aternum
50,messapian,roman_pantheon,earthware,3,1,3,3,40,0,Urium,Apulia
51,bruttian,roman_pantheon,wine,2,2,3,2,40,0,Laus,Calabria
52,syracusan,roman_pantheon,wine,8,3,4,5,40,0,Thourioi,Calabria
53,lucanian,roman_pantheon,cattle,2,2,2,1,40,0,Grumentum,Lucania
54,syracusan,roman_pantheon,grain,5,2,2,2,40,0,Herakleia,Lucania
55,syracusan,roman_pantheon,vegetables,6,2,3,1,40,0,Metapontion,Tarentum
56,syracusan,roman_pantheon,fish,7,2,2,2,40,0,Taras,Tarentum
57,messapian,roman_pantheon,olive,3,2,2,4,40,0,Brundisium,Tarentum
58,messapian,roman_pantheon,hemp,3,2,3,6,40,0,Barduli,Apulia
59,lucanian,roman_pantheon,cloth,4,2,4,6,40,0,Consilinum,Lucania
60,messapian,roman_pantheon,olive,4,2,5,6,40,0,Bantia,Apulia
61,lucanian,roman_pantheon,hemp,4,2,3,3,40,0,Siris,Lucania
62,messapian,roman_pantheon,salt,4,2,5,5,40,0,Menturia,Tarentum
63,messapian,roman_pantheon,fish,4,2,6,6,40,0,Callipolis,Tarentum
64,messapian,roman_pantheon,earthware,5,3,5,3,40,0,Hydruntum,Tarentum
65,messapian,roman_pantheon,fish,3,2,5,4,40,0,Lupiae,Tarentum
66,messapian,roman_pantheon,grain,4,3,5,6,40,0,Barium,Tarentum
67,messapian,roman_pantheon,olive,4,2,3,5,40,0,Gnatia,Tarentum
68,messapian,roman_pantheon,vegetables,3,3,5,4,40,0,Turum,Tarentum
69,messapian,roman_pantheon,fish,4,1,5,4,40,0,Natiolum,Apulia
70,messapian,roman_pantheon,grain,3,2,5,3,40,0,Silvium,Apulia
71,lucanian,roman_pantheon,cattle,3,2,3,7,40,0,Stiglianum,Lucania
72,syracusan,roman_pantheon,glass,8,2,3,4,40,0,Rhegion,Calabria
73,syracusan,roman_pantheon,fish,7,3,4,4,40,0,Lokroi Epizephyrioi,Calabria
74,bruttian,roman_pantheon,wood,2,2,3,5,40,0,Stylacium,Calabria
75,syracusan,roman_pantheon,fish,6,2,4,2,40,0,Hipponion,Calabria
76,bruttian,roman_pantheon,wood,4,2,3,2,40,0,Tempsa,Calabria
77,bruttian,roman_pantheon,salt,4,1,3,3,40,0,Consentia,Calabria
78,syracusan,roman_pantheon,earthware,7,2,6,1,40,0,Kroton,Calabria
79,bruttian,roman_pantheon,cloth,3,2,2,7,40,0,Petelia,Calabria
80,syracusan,roman_pantheon,stone,2,2,3,3,40,0,Messana,Siculia
81,syracusan,roman_pantheon,glass,2,1,3,5,40,0,Tauromenion,Siculia
82,syracusan,roman_pantheon,grain,1,3,13,0,40,0,Katane,Siculia
83,syracusan,roman_pantheon,wine,2,4,3,2,40,0,Leontinoi,Siculia
84,syracusan,roman_pantheon,fish,3,3,13,0,40,0,Syrakousai,Siculia
85,syracusan,roman_pantheon,wood,5,3,2,0,40,0,Gelas,Siculia
86,syracusan,roman_pantheon,stone,2,3,3,0,40,0,Akragas,Sicania
87,siculian,roman_pantheon,cattle,1,5,4,3,40,0,Akrai,Siculia
88,siculian,roman_pantheon,wood,2,5,3,4,40,0,Murgantia,Siculia
89,siculian,roman_pantheon,grain,1,4,3,3,35,0,Enna,Sicania
90,carthaginian,carthaginian_pantheon,grain,5,0,4,5,40,0,Hippana,Sicania
91,carthaginian,carthaginian_pantheon,salt,4,0,3,2,40,0,Herakleia Minoa,Sicania
92,carthaginian,carthaginian_pantheon,grain,4,0,3,1,40,0,Egesta,Sicania
93,carthaginian,carthaginian_pantheon,stone,4,0,3,3,40,0,Selinous,Sicania
94,carthaginian,carthaginian_pantheon,wine,4,0,2,1,40,0,Lilibaya,Sicania
95,carthaginian,carthaginian_pantheon,stone,6,0,5,4,40,0,Eryx,Sicania
96,carthaginian,carthaginian_pantheon,wine,4,0,3,2,40,0,Ziz,Sicania
97,carthaginian,carthaginian_pantheon,stone,1,0,1,1,40,0,Qapara,Sicania
98,siculian,roman_pantheon,wine,4,4,3,4,35,0,Cephaleodium,Sicania
99,siculian,roman_pantheon,base_metals,2,6,5,3,40,0,Tyndaris,Siculia
100,siculian,roman_pantheon,glass,2,5,5,2,40,0,Calacte,Siculia
101,syracusan,roman_pantheon,wine,1,5,3,2,40,0,Kamarina,Siculia
102,etruscan,roman_pantheon,cattle,2,4,2,1,35,0,Tuter,Etruria
103,umbrian,roman_pantheon,leather,4,4,12,3,30,0,Plestia,Etruria
104,umbrian,roman_pantheon,wood,3,4,6,2,30,0,Amiternum,Picenum
105,samnite,roman_pantheon,wood,4,4,6,0,30,0,Trebula,Picenum
106,samnite,roman_pantheon,grain,3,2,5,4,30,0,Aternum,Aternum
107,samnite,roman_pantheon,wine,5,2,2,5,30,0,Interamnia,Picenum
108,samnite,roman_pantheon,olive,4,2,3,3,30,0,Matrinum,Picenum
109,samnite,roman_pantheon,vegetables,6,1,4,4,30,0,Asculum,Picenum
110,umbrian,roman_pantheon,wood,2,2,5,4,30,0,Septempeda,Picenum
111,samnite,roman_pantheon,olive,4,2,5,5,30,0,Picenum,Picenum
112,etruscan,roman_pantheon,wine,5,2,1,2,35,0,Tlamun,Etruria
113,etruscan,roman_pantheon,honey,3,2,3,3,35,0,Urina,Etruria
114,etruscan,roman_pantheon,wine,4,2,11,3,35,0,Vatluna,Tuscia
115,etruscan,roman_pantheon,earthware,4,2,1,4,35,0,Rusle,Tuscia
116,etruscan,roman_pantheon,cattle,3,2,2,4,35,0,Cleusi,Tuscia
117,syracusan,roman_pantheon,dye,5,2,3,2,40,0,Ankon,Picenum
118,umbrian,roman_pantheon,horses,3,2,4,2,30,0,Cingulum,Picenum
119,umbrian,roman_pantheon,cattle,5,2,3,4,30,0,Sentinum,Picenum
120,umbrian,roman_pantheon,olive,4,2,2,4,30,0,Persna,Tuscia
121,lepontic,druidism,fish,2,1,3,9,20,0,Sena,Ariminum
122,umbrian,druidism,wood,4,2,5,5,30,0,Urbinum,Ariminum
123,umbrian,roman_pantheon,cattle,2,3,3,8,30,0,Iguvium,Ariminum
124,etruscan,roman_pantheon,fur,4,2,4,4,35,0,Curtun,Tuscia
125,etruscan,roman_pantheon,marble,5,2,2,6,35,0,Ad Novas,Tuscia
126,etruscan,roman_pantheon,base_metals,6,2,1,7,35,0,Pupluna,Tuscia
127,etruscan,roman_pantheon,iron,5,2,2,6,35,0,Ilva,Tuscia
128,etruscan,roman_pantheon,base_metals,4,2,2,5,35,0,Vada Velathri,Tuscia
129,etruscan,roman_pantheon,marble,2,2,3,5,35,0,Velathera,Tuscia
130,etruscan,roman_pantheon,grain,2,2,5,4,35,0,Sena,Tuscia
131,umbrian,roman_pantheon,olive,2,2,4,6,30,0,Arritim,Ariminum
132,umbrian,druidism,wood,4,1,3,3,30,0,Sarsina,Ariminum
133,lepontic,druidism,wine,1,2,5,7,20,0,Arimna,Ariminum
134,etruscan,roman_pantheon,olive,5,2,5,4,35,0,Birent,Pisae
135,etruscan,roman_pantheon,marble,2,2,2,4,35,0,Valvata,Pisae
136,etruscan,roman_pantheon,salt,2,2,3,3,35,0,Pisna,Pisae
137,etruscan,roman_pantheon,precious_metals,4,2,3,4,35,0,Luna,Pisae
138,etruscan,roman_pantheon,iron,5,1,3,7,35,0,Luc,Pisae
139,etruscan,roman_pantheon,iron,4,2,2,4,35,0,Pistorim,Pisae
140,umbrian,roman_pantheon,honey,6,2,2,7,30,0,Visal,Ariminum
141,etruscan,roman_pantheon,salt,4,2,3,4,35,0,Portus Veneris,Pisae
142,lepontic,druidism,fish,2,1,4,6,20,0,Ravna,Ariminum
143,lepontic,druidism,salt,2,2,5,5,20,0,Brundulum,Ferraria
144,lepontic,druidism,salt,3,2,5,4,20,0,Spina,Aemilla
145,lepontic,druidism,salt,3,2,5,5,20,0,Hadriani,Ferraria
146,lepontic,druidism,fur,2,2,4,6,20,0,Bononia,Aemilla
147,lepontic,druidism,wine,1,3,3,5,20,0,Faventia,Ariminum
148,lepontic,druidism,stone,2,2,4,7,20,0,Ficline,Ariminum
149,lepontic,druidism,olive,4,2,5,7,20,0,Mutina,Aemilla
150,lepontic,druidism,wine,5,2,2,9,20,0,Vicus Aventia,Aemilla
151,lepontic,druidism,olive,4,2,4,5,20,0,Regium Lepidum,Aemilla
152,lepontic,druidism,wood,3,2,5,8,20,0,Parma,Aemilla
153,lepontic,druidism,cloth,2,2,3,9,10,0,Forum Novum,Pisae
154,etruscan,roman_pantheon,wood,1,5,2,5,35,0,Rubra,Pisae
155,cappadocian,anatolian_religion,vegetables,0,1,4,3,25,0,Kiskisos,Cappadocia Cataonia
156,ionian,roman_pantheon,fish,5,2,3,1,40,0,Myra,Lycia
157,cappadocian,anatolian_religion,cloth,0,3,0,5,25,0,Ouarsapa,Cappadocia Melitene
158,cappadocian,anatolian_religion,wild_game,1,3,3,6,30,0,Ablastha,Cappadocia Melitene
159,lycian,roman_pantheon,honey,4,3,2,1,40,0,Choma,Lycia
160,lycian,roman_pantheon,wood,5,2,3,1,40,0,Arykanda,Lycia
161,lycian,roman_pantheon,wine,4,3,2,1,40,0,Limyra,Lycia
162,ionian,roman_pantheon,fish,4,2,2,0,40,0,Olympos,Pamphylia
163,cappadocian,anatolian_religion,cloth,0,2,2,3,25,0,Osdara,Cappadocia Melitene
164,ionian,roman_pantheon,salt,6,2,2,0,40,0,Phaselis,Pamphylia
165,ionian,roman_pantheon,cloth,2,2,2,0,40,0,Attaleia,Pamphylia
166,pamphylian,roman_pantheon,wood,0,1,2,1,40,0,Perge,Pisidia
167,isaurian,anatolian_religion,wood,0,1,3,2,40,0,Pednelissos,Pisidia
168,pamphylian,roman_pantheon,hemp,0,2,2,2,40,0,Aspendos,Pisidia
169,isaurian,anatolian_religion,cloth,1,3,2,2,40,0,Laranda,Isauria
170,lycian,roman_pantheon,cattle,1,2,2,3,40,0,Termessos,Milyas
171,lycian,roman_pantheon,hemp,3,1,2,1,40,0,Isinda,Lycia
172,cappadocian,anatolian_religion,cloth,3,2,1,4,25,0,Komana,Cappadocia Cataonia
173,lycaonian,anatolian_religion,salt,0,2,2,5,40,0,Koropassos,Cappadocia Garsauritis
174,lycaonian,anatolian_religion,salt,1,2,2,2,40,0,Kongoustos,Lycaonia
175,phrygian,anatolian_religion,cattle,1,4,3,4,40,0,Plomma,Galatia
176,lycaonian,zoroaster,horses,0,2,3,3,40,0,Ekdaumaua,Lycaonia
177,lycaonian,anatolian_religion,wild_game,1,2,1,3,40,0,Pithoi,Lycaonia
178,lycaonian,anatolian_religion,cattle,0,2,3,3,40,0,Tyriaion,Phrygia Parorea
179,phrygian,anatolian_religion,wood,1,3,3,2,40,0,Philomelion,Phrygia Parorea
180,lycaonian,zoroaster,leather,0,3,2,2,40,0,Keissia,Lycaonia
181,phrygian,anatolian_religion,vegetables,0,2,2,3,40,0,Klaneos,Lycaonia
182,phrygian,anatolian_religion,wood,1,2,3,2,40,0,Aurokra,Phrygia Parorea
183,phrygian,anatolian_religion,vegetables,3,3,4,1,40,0,Amorion,Phrygia Epictetus
184,phrygian,anatolian_religion,leather,1,2,2,2,40,0,Dokimeion,Phrygia
185,phrygian,roman_pantheon,wood,1,2,2,1,40,0,Ipsos,Phrygia
186,phrygian,roman_pantheon,stone,1,2,2,1,40,0,Eukarpia,Phrygia
187,phrygian,anatolian_religion,cattle,0,3,1,2,40,0,Kidyessos,Phrygia
188,phrygian,anatolian_religion,wood,3,3,3,3,40,0,Pessinous,Galatia
189,macedonian,roman_pantheon,earthware,3,2,3,2,40,0,Gordion,Galatia
190,phrygian,anatolian_religion,salt,0,2,3,3,40,0,Kinna,Galatia
191,phrygian,anatolian_religion,horses,1,3,1,4,40,0,Ouetissos,Lycaonia
192,phrygian,anatolian_religion,vegetables,0,3,4,2,40,0,Tolastochora,Galatia
193,phrygian,anatolian_religion,leather,0,3,3,3,40,0,Gorbeus,Galatia
194,paphlagonian,anatolian_religion,earthware,3,5,5,2,25,0,Ancyra,Galatia Trocmi
195,paphlagonian,anatolian_religion,wood,2,2,3,1,25,0,Bolecasgus,Galatia Trocmi
196,paphlagonian,anatolian_religion,vegetables,1,2,3,2,25,0,Klossama,Galatia Trocmi
197,phrygian,anatolian_religion,wine,1,3,3,3,40,0,Sarmalius,Galatia Trocmi
198,paphlagonian,anatolian_religion,earthware,3,5,4,3,25,0,Gangra,Paphlagonia Superior
199,paphlagonian,anatolian_religion,wood,1,1,2,4,25,0,Kandara,Paphlagonia Superior
200,paphlagonian,anatolian_religion,wood,0,2,2,3,25,0,Kimiata,Paphlagonia Superior
201,paphlagonian,anatolian_religion,vegetables,2,2,3,4,25,0,Claneus,Paphlagonia Superior
202,cappadocian,anatolian_religion,grain,1,2,2,2,25,0,Ciscissus,Galatia Trocmi
203,paphlagonian,anatolian_religion,earthware,2,1,3,2,25,0,Asklepios,Pontus
204,paphlagonian,anatolian_religion,wood,2,3,2,1,25,0,Ecobrogis,Galatia Trocmi
205,lycaonian,anatolian_religion,vegetables,0,2,2,5,40,0,Zeila,Cappadocia Garsauritis
206,bithynian,roman_pantheon,fish,2,4,1,3,40,0,Aigialos,Paphlagonia Inferior
207,bithynian,roman_pantheon,salt,3,4,3,3,40,0,Herakleia Pontike,Heracleotis
208,bithynian,roman_pantheon,hemp,5,7,3,3,40,0,Amastris,Paphlagonia Inferior
209,bithynian,roman_pantheon,fish,0,1,0,3,40,0,Tieion,Heracleotis
210,bithynian,roman_pantheon,olive,0,1,0,2,40,0,Dadybra,Heracleotis
211,bithynian,roman_pantheon,olive,5,7,4,2,40,0,Ziporea,Paphlagonia Inferior
212,bithynian,roman_pantheon,olive,3,2,3,3,40,0,Parthenia,Paphlagonia Inferior
213,bithynian,anatolian_religion,wood,5,3,2,2,40,0,Sora,Heracleotis
214,paphlagonian,anatolian_religion,earthware,2,3,2,5,40,0,Kaisareia,Heracleotis
215,paphlagonian,roman_pantheon,grain,1,2,2,3,40,0,Krateia,Heracleotis
216,paphlagonian,anatolian_religion,wood,0,3,3,5,40,0,Zeita,Heracleotis
217,paphlagonian,anatolian_religion,cattle,1,2,1,3,25,0,Antoniopolis,Paphlagonia Superior
218,paphlagonian,anatolian_religion,grain,2,1,2,2,25,0,Anadynata,Paphlagonia Superior
219,bithynian,roman_pantheon,earthware,4,4,4,1,40,0,Bithynion,Bithynia Superior
220,paphlagonian,anatolian_religion,cattle,1,2,2,5,40,0,Carus Vicus,Heracleotis
221,phrygian,anatolian_religion,vegetables,3,5,4,1,40,0,Artiknos,Bithynia Superior
222,paphlagonian,anatolian_religion,vegetables,1,1,2,1,25,0,Bloukion,Galatia Trocmi
223,paphlagonian,anatolian_religion,vegetables,4,6,7,1,40,0,Legna,Bithynia Superior
224,phrygian,anatolian_religion,vegetables,2,3,6,1,40,0,Gordioukome,Bithynia Superior
225,phrygian,anatolian_religion,grain,2,5,7,1,40,0,Lagania,Bithynia Superior
226,phrygian,anatolian_religion,horses,0,2,1,2,40,0,Mnizos,Galatia
227,phrygian,anatolian_religion,wood,2,2,3,1,40,0,Trokna,Phrygia Epictetus
228,phrygian,anatolian_religion,vegetables,0,2,2,2,40,0,Androna,Galatia
229,phrygian,anatolian_religion,cattle,0,2,3,3,40,0,Orbana,Galatia
230,phrygian,anatolian_religion,grain,0,3,3,3,40,0,Selmena,Phrygia Parorea
231,paphlagonian,anatolian_religion,wood,0,3,2,1,25,0,Ikotarion,Galatia Trocmi
232,paphlagonian,anatolian_religion,leather,0,2,3,4,40,0,Bonita,Paphlagonia Superior
233,bithynian,roman_pantheon,iron,1,2,2,3,40,0,Kieros,Heracleotis
234,bithynian,roman_pantheon,cloth,0,2,2,3,40,0,Chelai,Heracleotis
235,bithynian,roman_pantheon,hemp,5,3,4,1,40,0,Nikomedeia,Bithynia Inferior
236,bithynian,roman_pantheon,grain,0,3,3,3,40,0,Tarsos,Heracleotis
237,bithynian,roman_pantheon,hemp,0,2,2,3,40,0,Embolos,Heracleotis
238,bithynian,roman_pantheon,wine,3,3,2,2,40,0,Dia,Heracleotis
239,bithynian,roman_pantheon,fish,4,3,4,1,40,0,Psillion,Bithynia Inferior
240,bithynian,roman_pantheon,cloth,5,4,5,1,40,0,Chalkedon,Bithynia Inferior
241,bithynian,roman_pantheon,earthware,4,3,4,1,40,0,Rhebas,Bithynia Inferior
242,bithynian,roman_pantheon,vegetables,3,3,5,1,40,0,Libyssa,Bithynia Inferior
243,bithynian,roman_pantheon,salt,4,3,4,1,40,0,Astakos,Bithynia Inferior
244,bithynian,roman_pantheon,cloth,5,3,5,1,40,0,Nikaia,Bithynia Inferior
245,mysian,roman_pantheon,fish,4,3,5,1,40,0,Kios,Bithynia Inferior
246,bithynian,roman_pantheon,cloth,3,3,4,1,40,0,Strobilos,Bithynia Inferior
247,mysian,roman_pantheon,grain,4,4,5,1,40,0,Pythopolis,Bithynia Inferior
248,bithynian,roman_pantheon,olive,3,3,4,1,40,0,Myrleia,Bithynia Inferior
249,mysian,anatolian_religion,grain,5,3,5,1,40,0,Prusa,Bithynia Inferior
250,mysian,anatolian_religion,olive,2,3,3,2,40,0,Helge,Mysia Abrettene
251,mysian,anatolian_religion,olive,2,2,4,1,40,0,Miletopolis,Mysia
252,bithynian,roman_pantheon,marble,2,3,3,2,40,0,Kyzikos,Mysia
253,mysian,anatolian_religion,hemp,2,2,3,2,40,0,Daskyleion,Mysia
254,mysian,roman_pantheon,marble,2,2,3,2,40,0,Zeleia,Mysia
255,troan,roman_pantheon,salt,2,3,3,2,40,0,Parion,Mysia
256,troan,roman_pantheon,salt,3,3,3,2,40,0,Lampsakos,Mysia
257,troan,roman_pantheon,cloth,5,2,3,2,40,0,Ilion,Mysia
258,troan,roman_pantheon,iron,6,3,2,1,40,0,Polymedion,Aeolia
259,troan,roman_pantheon,olive,3,3,3,0,40,0,Assos,Aeolia
260,troan,roman_pantheon,olive,2,2,2,0,40,0,Kebren,Aeolia
261,troan,roman_pantheon,earthware,5,3,2,2,40,0,Abydos,Mysia
262,troan,roman_pantheon,cattle,3,3,3,2,40,0,Kolonai,Mysia
263,aegean,roman_pantheon,marble,3,4,7,0,40,0,Naxos,Aegean Islands
264,mysian,roman_pantheon,hemp,3,2,3,2,40,0,Baris,Mysia
265,mysian,roman_pantheon,wood,3,4,4,1,40,0,Argiza,Mysia Abrettene
266,aegean,roman_pantheon,glass,7,5,9,0,40,0,Rhodos,Caria Litoralis
267,troan,roman_pantheon,cattle,2,2,2,2,40,0,Kale Peuke,Mysia
268,troan,roman_pantheon,wood,3,3,3,2,40,0,Berenike,Mysia
269,mysian,anatolian_religion,leather,2,4,4,1,40,0,Pericharaxis,Mysia Abrettene
270,athenian,roman_pantheon,salt,1,1,1,2,40,0,Lemnos,Rhodope
271,mysian,anatolian_religion,cattle,2,4,4,1,40,0,Attea,Mysia Abrettene
272,mysian,anatolian_religion,honey,2,3,4,1,40,0,Hiera,Mysia Abrettene
273,phrygian,anatolian_religion,cattle,1,4,3,1,40,0,Stratonikeia Lydia,Mysia Abrettene
274,phrygian,anatolian_religion,wood,4,2,2,1,40,0,Thyateira,Lydia
275,phrygian,roman_pantheon,glass,3,2,3,1,40,0,Hermokapeleia,Lydia
276,lydian,roman_pantheon,leather,5,4,4,0,40,0,Apollonia Lydia,Aeolia
277,macedonian,roman_pantheon,iron,1,2,2,0,40,0,Skyros,Hellas
278,lydian,roman_pantheon,papyrus,7,8,11,0,40,0,Pergamon,Aeolia
279,lydian,roman_pantheon,wine,3,4,3,0,40,0,Elaia,Aeolia
280,cretan,roman_pantheon,fish,3,4,4,0,40,0,Karpathos,Crete
281,troan,roman_pantheon,fish,3,2,5,0,40,0,Adramyttion,Aeolia
282,troan,roman_pantheon,wine,2,5,4,0,40,0,Herakleia Aiolia,Aeolia
283,aegean,roman_pantheon,marble,1,1,3,0,40,0,Mytiline,Aeolia
284,aegean,roman_pantheon,dye,2,3,2,0,40,0,Eresos,Aeolia
285,lydian,roman_pantheon,glass,3,2,4,1,40,0,Kyme,Aeolia
286,aegean,roman_pantheon,glass,2,2,4,0,40,0,Chios,Ionia
287,lydian,roman_pantheon,leather,3,2,5,0,40,0,Smyrna,Ionia
288,lydian,roman_pantheon,wine,1,2,4,0,40,0,Teos,Ionia
289,lydian,roman_pantheon,fish,2,3,3,0,40,0,Erythrai,Ionia
290,ionian,roman_pantheon,papyrus,5,3,4,0,40,0,Ephesos,Ionia
291,ionian,roman_pantheon,papyrus,5,3,5,0,40,0,Kolophon,Ionia
292,phrygian,anatolian_religion,wine,6,4,5,1,40,0,Sardeis,Lydia
293,phrygian,anatolian_religion,cloth,3,2,4,1,40,0,Philadelpheia,Lydia
294,carian,roman_pantheon,marble,1,2,5,0,40,0,Larisa,Ionia
295,carian,roman_pantheon,wood,2,2,3,2,40,0,Hypaipa,Caria Mediterraneus
296,lydian,roman_pantheon,cloth,4,3,4,1,40,0,Magnesia,Lydia
297,athenian,roman_pantheon,fish,2,1,0,3,40,0,Imbros,Rhodope
298,lydian,roman_pantheon,olive,2,2,5,1,40,0,Aigai,Lydia
299,phrygian,roman_pantheon,wine,3,3,4,1,40,0,Maiboza,Lydia
300,phrygian,anatolian_religion,vegetables,2,4,2,3,40,0,Maionia,Lydia
301,phrygian,anatolian_religion,wine,1,3,3,1,40,0,Silandos,Lydia
302,phrygian,anatolian_religion,leather,2,3,3,0,40,0,Kadoi,Phrygia Epictetus
303,phrygian,anatolian_religion,wine,1,3,2,1,40,0,Synaos,Mysia Abrettene
304,phrygian,anatolian_religion,cattle,2,6,4,1,40,0,Hyssa,Mysia Abrettene
305,phrygian,anatolian_religion,honey,2,2,5,1,40,0,Porotta,Lydia
306,phrygian,anatolian_religion,wine,2,2,2,1,40,0,Ariandos,Mysia Abrettene
307,phrygian,anatolian_religion,precious_metals,6,5,3,1,40,0,Bagis,Lydia
308,phrygian,roman_pantheon,leather,4,2,4,1,40,0,Blaundos,Lydia
309,phrygian,roman_pantheon,iron,1,2,3,1,40,0,Akmonia,Phrygia
310,aegean,roman_pantheon,fish,3,3,3,0,40,0,Leros,Caria Litoralis
311,phrygian,roman_pantheon,cloth,1,3,2,2,40,0,Dionysoupolis,Phrygia
312,phrygian,anatolian_religion,wood,0,4,3,2,40,0,Appia,Phrygia Epictetus
313,phrygian,anatolian_religion,vegetables,3,3,4,1,40,0,Malos,Phrygia Epictetus
314,phrygian,anatolian_religion,cattle,1,3,3,2,40,0,Nakoleia,Phrygia Epictetus
315,phrygian,anatolian_religion,grain,2,3,3,1,40,0,Dorylaion,Phrygia Epictetus
316,phrygian,anatolian_religion,wood,1,3,2,2,40,0,Midaion,Phrygia Epictetus
317,phrygian,anatolian_religion,vegetables,1,3,2,3,40,0,Kotyaion,Phrygia Epictetus
318,phrygian,anatolian_religion,wood,0,2,3,1,40,0,Meiros,Phrygia Epictetus
319,phrygian,anatolian_religion,cattle,1,2,2,2,40,0,Aizonai,Phrygia Epictetus
320,mysian,anatolian_religion,vegetables,1,3,4,1,40,0,Hadrianeia,Mysia Abrettene
321,mysian,anatolian_religion,olive,2,2,5,1,40,0,Hadrianoi,Mysia Abrettene
322,phrygian,anatolian_religion,leather,2,6,4,1,40,0,Lamounia,Bithynia Superior
323,mysian,anatolian_religion,cattle,2,3,5,1,40,0,Sarkotyle,Bithynia Superior
324,mysian,anatolian_religion,wood,2,4,4,1,40,0,Otroia,Bithynia Superior
325,bithynian,roman_pantheon,grain,2,3,3,1,40,0,Kabia,Bithynia Superior
326,bithynian,roman_pantheon,vegetables,3,2,3,1,40,0,Modra,Bithynia Superior
327,phrygian,anatolian_religion,wood,2,8,3,1,40,0,Oka,Bithynia Superior
328,phrygian,anatolian_religion,cattle,1,3,3,1,40,0,Orkistos,Phrygia Epictetus
